date,day_of_week,technician,clock_in,clock_out,hours_worked,tickets_handled
03/07/2024,Wed,T. Amisha,13:00,17:00,4.0,7
03/07/2024,Wed,M. Patel,08:00,12:00,4.0,14
03/07/2024,Wed,S. Davis,13:00,17:00,4.0,10
03/08/2024,Thu,A. Johnson,13:00,17:00,4.0,5
03/08/2024,Thu,R. Chen,08:00,12:00,4.0,10
03/08/2024,Thu,S. Davis,13:00,17:00,4.0,18
03/09/2024,Fri,T. Amisha,09:00,13:00,4.0,15
03/09/2024,Fri,M. Patel,13:00,17:00,4.0,14
03/09/2024,Fri,R. Chen,08:00,12:00,4.0,4
03/12/2024,Mon,T. Amisha,08:00,12:00,4.0,17
03/12/2024,Mon,A. Johnson,13:00,17:00,4.0,6
03/12/2024,Mon,R. Chen,08:00,12:00,4.0,14
03/13/2024,Tue,A. Johnson,08:00,12:00,4.0,11
03/13/2024,Tue,M. Patel,13:00,17:00,4.0,15
03/13/2024,Tue,S. Davis,08:00,12:00,4.0,15
03/14/2024,Wed,T. Amisha,13:00,17:00,4.0,4
03/14/2024,Wed,M. Patel,08:00,12:00,4.0,17
03/14/2024,Wed,S. Davis,13:00,17:00,4.0,10
03/15/2024,Thu,A. Johnson,13:00,17:00,4.0,16
03/15/2024,Thu,R. Chen,08:00,12:00,4.0,8
03/15/2024,Thu,S. Davis,13:00,17:00,4.0,15
03/16/2024,Fri,T. Amisha,09:00,13:00,4.0,7
03/16/2024,Fri,M. Patel,13:00,17:00,4.0,11
03/16/2024,Fri,R. Chen,08:00,12:00,4.0,6
03/19/2024,Mon,T. Amisha,08:00,12:00,4.0,17
03/19/2024,Mon,A. Johnson,13:00,17:00,4.0,16
03/19/2024,Mon,R. Chen,08:00,12:00,4.0,14
03/20/2024,Tue,A. Johnson,08:00,12:00,4.0,16
03/20/2024,Tue,M. Patel,13:00,17:00,4.0,7
03/20/2024,Tue,S. Davis,08:00,12:00,4.0,15
03/21/2024,Wed,T. Amisha,13:00,17:00,4.0,8
03/21/2024,Wed,M. Patel,08:00,12:00,4.0,15
03/21/2024,Wed,S. Davis,13:00,17:00,4.0,14
03/22/2024,Thu,A. Johnson,13:00,17:00,4.0,9
03/22/2024,Thu,R. Chen,08:00,12:00,4.0,9
03/22/2024,Thu,S. Davis,13:00,17:00,4.0,6
03/23/2024,Fri,T. Amisha,09:00,13:00,4.0,18
03/23/2024,Fri,M. Patel,13:00,17:00,4.0,17
03/23/2024,Fri,R. Chen,08:00,12:00,4.0,12
03/26/2024,Mon,T. Amisha,08:00,12:00,4.0,18
03/26/2024,Mon,A. Johnson,13:00,17:00,4.0,7
03/26/2024,Mon,R. Chen,08:00,12:00,4.0,4
03/27/2024,Tue,A. Johnson,08:00,12:00,4.0,15
03/27/2024,Tue,M. Patel,13:00,17:00,4.0,7
03/27/2024,Tue,S. Davis,08:00,12:00,4.0,13
03/28/2024,Wed,T. Amisha,13:00,17:00,4.0,15
03/28/2024,Wed,M. Patel,08:00,12:00,4.0,17
03/28/2024,Wed,S. Davis,13:00,17:00,4.0,4
03/29/2024,Thu,A. Johnson,13:00,17:00,4.0,11
03/29/2024,Thu,R. Chen,08:00,12:00,4.0,13
03/29/2024,Thu,S. Davis,13:00,17:00,4.0,9
03/30/2024,Fri,T. Amisha,09:00,13:00,4.0,13
03/30/2024,Fri,M. Patel,13:00,17:00,4.0,13
03/30/2024,Fri,R. Chen,08:00,12:00,4.0,15
04/02/2024,Mon,T. Amisha,08:00,12:00,4.0,13
04/02/2024,Mon,A. Johnson,13:00,17:00,4.0,9
04/02/2024,Mon,R. Chen,08:00,12:00,4.0,14
04/03/2024,Tue,A. Johnson,08:00,12:00,4.0,6
04/03/2024,Tue,M. Patel,13:00,17:00,4.0,7
04/03/2024,Tue,S. Davis,08:00,12:00,4.0,18
04/04/2024,Wed,T. Amisha,13:00,17:00,4.0,15
04/04/2024,Wed,M. Patel,08:00,12:00,4.0,6
04/04/2024,Wed,S. Davis,13:00,17:00,4.0,7
04/05/2024,Thu,A. Johnson,13:00,17:00,4.0,8
04/05/2024,Thu,R. Chen,08:00,12:00,4.0,12
04/05/2024,Thu,S. Davis,13:00,17:00,4.0,6
04/06/2024,Fri,T. Amisha,09:00,13:00,4.0,13
04/06/2024,Fri,M. Patel,13:00,17:00,4.0,16
04/06/2024,Fri,R. Chen,08:00,12:00,4.0,5
04/09/2024,Mon,T. Amisha,08:00,12:00,4.0,5
04/09/2024,Mon,A. Johnson,13:00,17:00,4.0,13
04/09/2024,Mon,R. Chen,08:00,12:00,4.0,11
04/10/2024,Tue,A. Johnson,08:00,12:00,4.0,12
04/10/2024,Tue,M. Patel,13:00,17:00,4.0,12
04/10/2024,Tue,S. Davis,08:00,12:00,4.0,14
04/11/2024,Wed,T. Amisha,13:00,17:00,4.0,10
04/11/2024,Wed,M. Patel,08:00,12:00,4.0,15
04/11/2024,Wed,S. Davis,13:00,17:00,4.0,5
04/12/2024,Thu,A. Johnson,13:00,17:00,4.0,16
04/12/2024,Thu,R. Chen,08:00,12:00,4.0,17
04/12/2024,Thu,S. Davis,13:00,17:00,4.0,12
04/13/2024,Fri,T. Amisha,09:00,13:00,4.0,14
04/13/2024,Fri,M. Patel,13:00,17:00,4.0,4
04/13/2024,Fri,R. Chen,08:00,12:00,4.0,9
04/16/2024,Mon,T. Amisha,08:00,12:00,4.0,4
04/16/2024,Mon,A. Johnson,13:00,17:00,4.0,5
04/16/2024,Mon,R. Chen,08:00,12:00,4.0,13
04/17/2024,Tue,A. Johnson,08:00,12:00,4.0,10
04/17/2024,Tue,M. Patel,13:00,17:00,4.0,18
04/17/2024,Tue,S. Davis,08:00,12:00,4.0,11
04/18/2024,Wed,T. Amisha,13:00,17:00,4.0,6
04/18/2024,Wed,M. Patel,08:00,12:00,4.0,8
04/18/2024,Wed,S. Davis,13:00,17:00,4.0,12
04/19/2024,Thu,A. Johnson,13:00,17:00,4.0,8
04/19/2024,Thu,R. Chen,08:00,12:00,4.0,15
04/19/2024,Thu,S. Davis,13:00,17:00,4.0,9
04/20/2024,Fri,T. Amisha,09:00,13:00,4.0,8
04/20/2024,Fri,M. Patel,13:00,17:00,4.0,13
04/20/2024,Fri,R. Chen,08:00,12:00,4.0,5
04/23/2024,Mon,T. Amisha,08:00,12:00,4.0,17
04/23/2024,Mon,A. Johnson,13:00,17:00,4.0,4
04/23/2024,Mon,R. Chen,08:00,12:00,4.0,12
04/24/2024,Tue,A. Johnson,08:00,12:00,4.0,9
04/24/2024,Tue,M. Patel,13:00,17:00,4.0,6
04/24/2024,Tue,S. Davis,08:00,12:00,4.0,11
04/25/2024,Wed,T. Amisha,13:00,17:00,4.0,17
04/25/2024,Wed,M. Patel,08:00,12:00,4.0,11
04/25/2024,Wed,S. Davis,13:00,17:00,4.0,7
04/26/2024,Thu,A. Johnson,13:00,17:00,4.0,9
04/26/2024,Thu,R. Chen,08:00,12:00,4.0,12
04/26/2024,Thu,S. Davis,13:00,17:00,4.0,14
04/27/2024,Fri,T. Amisha,09:00,13:00,4.0,4
04/27/2024,Fri,M. Patel,13:00,17:00,4.0,12
04/27/2024,Fri,R. Chen,08:00,12:00,4.0,17
04/30/2024,Mon,T. Amisha,08:00,12:00,4.0,7
04/30/2024,Mon,A. Johnson,13:00,17:00,4.0,4
04/30/2024,Mon,R. Chen,08:00,12:00,4.0,15
05/01/2024,Tue,A. Johnson,08:00,12:00,4.0,10
05/01/2024,Tue,M. Patel,13:00,17:00,4.0,15
05/01/2024,Tue,S. Davis,08:00,12:00,4.0,10
05/02/2024,Wed,T. Amisha,13:00,17:00,4.0,8
05/02/2024,Wed,M. Patel,08:00,12:00,4.0,18
05/02/2024,Wed,S. Davis,13:00,17:00,4.0,14
05/03/2024,Thu,A. Johnson,13:00,17:00,4.0,12
05/03/2024,Thu,R. Chen,08:00,12:00,4.0,6
05/03/2024,Thu,S. Davis,13:00,17:00,4.0,17
05/04/2024,Fri,T. Amisha,09:00,13:00,4.0,16
05/04/2024,Fri,M. Patel,13:00,17:00,4.0,6
05/04/2024,Fri,R. Chen,08:00,12:00,4.0,8
